Rank	Name	Granger	log2FoldChange	Score	Cluster
212.0	Cc72_00016742-RA	0.9861770920723779	0.49093610571014573	1.4771131977825236	2
213.0	Cc72_00031307-RA	0.9550861987717665	0.5219894674873948	1.4770756662591613	7
214.0	Cc72_00005417-RA	0.9965098076092398	0.4803544618675484	1.4768642694767882	2
215.0	Cc72_00014374-RA	0.9852922614629636	0.49096840566682093	1.4762606671297844	2
216.0	Cc72_00000260-RA	0.9566651232261284	0.5195916099129698	1.476256733139098	6
217.0	Cc72_00016307-RA	0.8709311174112437	0.6052220190721875	1.4761531364834313	3
218.0	Cc72_00052907-RA	0.9873926116707731	0.4886012007798923	1.4759938124506653	2
219.0	Cc72_00013566-RA	0.9897688013725325	0.48596030598573586	1.4757291073582683	2
220.0	Cc72_00017570-RA	0.9756835276844001	0.4999994030591669	1.475682930743567	6
221.0	Cc72_00039506-RA	0.9869560372863659	0.4883324392456414	1.4752884765320073	2
222.0	Cc72_00021597-RA	0.982831495916143	0.4921881852105672	1.4750196811267102	2
223.0	Cc72_00037427-RA	0.8982822163253308	0.5765627249960813	1.474844941321412	4
224.0	Cc72_00033428-RA	0.9529483455277473	0.5218114866489967	1.4747598321767441	2
225.0	Cc72_00034218-RA	0.9665209261347905	0.5081039644483839	1.4746248905831743	2
226.0	Cc72_00056050-RA	0.9906782335330414	0.48393006719910137	1.4746083007321427	2
227.0	Cc72_00050678-RA	0.981447934361274	0.4928371156801065	1.4742850500413804	2
228.0	Cc72_00032972-RA	0.9025518867995443	0.5716928408372038	1.4742447276367483	4
229.0	Cc72_00020371-RA	0.9434837570815703	0.5307157877392824	1.4741995448208527	2
230.0	Cc72_00007757-RA	0.9282070572944776	0.5457584233909919	1.4739654806854694	6
231.0	Cc72_00032387-RA	0.98288711440402	0.4910730867592206	1.4739602011632407	2
232.0	Cc72_00016791-RA	0.9763198553898547	0.4975619967082298	1.4738818520980845	2
233.0	Cc72_00020988-RA	0.9559904727824683	0.5178684090021786	1.473858881784647	3
234.0	Cc72_00000444-RA	0.9943164693738894	0.47923684884399126	1.4735533182178806	2
235.0	Cc72_00012482-RA	0.979418678753251	0.4940569975287472	1.473475676281998	2
236.0	Cc72_00007129-RA	0.9886077513419448	0.48476655850570477	1.4733743098476495	2
237.0	Cc72_00049400-RA	0.972384970704707	0.5008330890616295	1.4732180597663365	6
238.0	Cc72_00022883-RA	0.9791043581647363	0.4940308112392388	1.4731351694039752	2
239.0	Cc72_00034748-RA	0.9582533725570808	0.5146004991863676	1.4728538717434483	2
240.0	Cc72_00045695-RA	0.9498691180583615	0.5226966706996661	1.4725657887580277	6
241.0	Cc72_00050732-RA	0.9777616943221066	0.4948012518999921	1.4725629462220986	2
242.0	Cc72_00055807-RA	0.9832538420152863	0.48922552333814606	1.4724793653534323	2
243.0	Cc72_00037615-RA	0.9836823731651894	0.4886921824137635	1.472374555578953	2
244.0	Cc72_00055168-RA	0.970812505718816	0.501539136954036	1.472351642672852	2
245.0	Cc72_00028019-RA	0.992795181412592	0.479425546613755	1.472220728026347	2
246.0	Cc72_00023642-RA	0.9691256174887859	0.5024828667090655	1.4716084841978514	2
247.0	Cc72_00037225-RA	0.9676724122659642	0.5037788168331456	1.47145122909911	2
248.0	Cc72_00009446-RA	0.9935205417587664	0.4779052524187869	1.4714257941775533	7
249.0	Cc72_00030646-RA	0.9951190273307271	0.4761876414451114	1.4713066687758385	3
250.0	Cc72_00046729-RA	0.9905984078936202	0.4805497228837199	1.47114813077734	2
251.0	Cc72_00055833-RA	0.981770898079403	0.48912211969163444	1.4708930177710373	2
252.0	Cc72_00052621-RA	0.9011785874692994	0.5694759377563665	1.4706545252256658	2
252.0	Cc72_00052623-RA	0.9011785874692994	0.5694759377563665	1.4706545252256658	2
254.0	Cc72_00012788-RA	0.9421551042663715	0.5281629650172996	1.470318069283671	6
255.0	Cc72_00004960-RA	0.9858745565670601	0.4843937437344663	1.4702683003015264	2
256.0	Cc72_00042200-RA	0.985536195794031	0.48467952546434206	1.470215721258373	2
257.0	Cc72_00026647-RA	0.9698875645968951	0.500178152227693	1.470065716824588	2
258.0	Cc72_00008241-RA	0.9869171792092897	0.4831201517152563	1.470037330924546	2
259.0	Cc72_00007476-RA	0.9060659345537172	0.5639013069897185	1.4699672415434357	4
260.0	Cc72_00031922-RA	0.9781730629249332	0.49159712116374243	1.4697701840886757	6
261.0	Cc72_00040700-RA	0.9672762279698465	0.5023302094165153	1.4696064373863618	6
262.0	Cc72_00025314-RA	0.9607220432593196	0.50876048074169	1.4694825240010096	4
263.0	Cc72_00042199-RA	0.9947387312331536	0.4746707905092932	1.4694095217424468	2
264.0	Cc72_00043690-RA	0.9060246678885212	0.5633674461585609	1.469392114047082	4
265.0	Cc72_00008680-RA	0.9292909530126863	0.5399930182922488	1.469283971304935	4
266.0	Cc72_00007643-RA	0.9728710345179319	0.4964088411918995	1.4692798757098313	3
267.0	Cc72_00009192-RA	0.9946002641501454	0.4746306770841485	1.4692309412342939	2
268.0	Cc72_00050093-RA	0.9806107420115808	0.4886012007798923	1.4692119427914732	2
269.0	Cc72_00026614-RA	0.9979038735578302	0.4710270589761797	1.4689309325340099	2
270.0	Cc72_00021930-RA	0.983599729965052	0.48529722230940153	1.4688969522744535	4
271.0	Cc72_00035110-RA	0.9968507353884052	0.47203051134262747	1.4688812467310326	2
272.0	Cc72_00012908-RA	0.592582589461826	0.8761037047829918	1.4686862942448178	0
273.0	Cc72_00008515-RA	0.9026838238736512	0.5659889780594509	1.4686728019331021	1
274.0	Cc72_00014357-RA	0.9735814345514918	0.49506610956828684	1.4686475441197786	2
275.0	Cc72_00006912-RA	0.9756835276844001	0.4928371156801065	1.4685206433645066	6
276.0	Cc72_00021699-RA	0.9880331596299964	0.4804617252416173	1.4684948848716137	2
277.0	Cc72_00040834-RA	0.975554893621588	0.49282738174201013	1.4683822753635982	2
278.0	Cc72_00009787-RA	0.9963353857428618	0.47202560896049534	1.4683609947033571	4
279.0	Cc72_00048218-RA	0.9525444157957814	0.5156836903849542	1.4682281061807356	2
280.0	Cc72_00031157-RA	0.9951882045065455	0.4729771870892778	1.4681653915958233	6
281.0	Cc72_00004320-RA	0.9857782521586319	0.482371035534533	1.4681492876931648	2
282.0	Cc72_00027361-RA	0.9980254602587773	0.470026069957801	1.4680515302165782	6
283.0	Cc72_00015256-RA	0.9458267746544494	0.5221094557392891	1.4679362303937387	4
284.0	Cc72_00013262-RA	0.9919161828046859	0.4759704441344856	1.4678866269391715	2
285.0	Cc72_00041051-RA	0.8647646716890589	0.6029138330500649	1.4676785047391236	2
286.0	Cc72_00035093-RA	0.9961036250930524	0.4715746114043691	1.4676782364974215	2
287.0	Cc72_00050935-RA	0.9142566533677312	0.5532510464307502	1.4675076997984813	2
288.0	Cc72_00034059-RA	0.9457504300551176	0.5216115788004881	1.4673620088556056	2
288.0	Cc72_00034060-RA	0.9457504300551176	0.5216115788004881	1.4673620088556056	2
288.0	Cc72_00034058-RA	0.9457504300551176	0.5216115788004881	1.4673620088556056	2
288.0	Cc72_00034055-RA	0.9457504300551176	0.5216115788004881	1.4673620088556056	2
292.0	Cc72_00036262-RA	0.9960976201540328	0.47111815114690314	1.467215771300936	2
293.0	Cc72_00040053-RA	0.9785320284861003	0.4886012007798923	1.4671332292659927	2
294.0	Cc72_00044369-RA	0.9830693004055686	0.4838069087789432	1.4668762091845118	2
295.0	Cc72_00051284-RA	0.9585978265811589	0.5081039644483839	1.4667017910295428	6
296.0	Cc72_00038801-RA	0.962118723805197	0.5045716931842779	1.4666904169894748	3
297.0	Cc72_00037852-RA	0.9970004200419496	0.46963307842135527	1.4666334984633047	7
298.0	Cc72_00004964-RA	0.9756835276844001	0.49093610571014573	1.4666196333945458	6
299.0	Cc72_00021877-RA	0.9828514909129005	0.483531201507979	1.4663826924208796	2
300.0	Cc72_00050580-RA	0.9834151237980299	0.4828520958890562	1.466267219687086	3
301.0	Cc72_00002857-RA	0.9873326358281828	0.47881621416983755	1.4661488499980204	2
302.0	Cc72_00051546-RA	0.9752965663140363	0.49077759577349733	1.4660741620875335	6
303.0	Cc72_00049539-RA	0.9865502015537353	0.4794415004976781	1.4659917020514133	2
304.0	Cc72_00053218-RA	0.9650031732122126	0.5009690166262235	1.4659721898384361	2
305.0	Cc72_00026849-RA	0.9810213528270103	0.4849198549375281	1.4659412077645384	4
306.0	Cc72_00050862-RA	0.9134499984673233	0.5524458900243918	1.465895888491715	4
307.0	Cc72_00043301-RA	0.9840003908539271	0.4818682343144488	1.465868625168376	2
308.0	Cc72_00014031-RA	0.971961859514305	0.49388727834352397	1.465849137857829	6
309.0	Cc72_00046009-RA	0.968780078376394	0.4970671936252691	1.465847272001663	2
310.0	Cc72_00040847-RA	0.9629140165824055	0.5029048851248784	1.465818901707284	2
311.0	Cc72_00000519-RA	0.9242023091267666	0.5416137654498999	1.4658160745766664	4
312.0	Cc72_00000323-RA	0.9925582506369488	0.47300198243432795	1.4655602330712767	7
